dataset,cluster,Ground_Truth,variant,rank,gene,is_regex_noise,is_any_noise,is_low_gini,is_canonical_marker
MSC,PVL Immature,Fibro_PVL,standard,27,MT2A,False,False,False,False
MSC,PVL Immature,Fibro_PVL,standard,28,TPM1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,standard,29,MYO1B,False,False,False,False
MSC,PVL Immature,Fibro_PVL,standard,30,SEPT4,False,False,False,False
MSC,PVL Immature,Fibro_PVL,standard,31,SERPING1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,standard,32,ARHGAP15,False,False,False,False
MSC,PVL Immature,Fibro_PVL,standard,33,PHLDA1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,standard,34,THY1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,standard,35,C20orf27,False,False,False,False
MSC,PVL Immature,Fibro_PVL,standard,36,FRZB,False,False,False,False
MSC,PVL Immature,Fibro_PVL,standard,37,TPPP3,False,False,False,False
MSC,PVL Immature,Fibro_PVL,standard,38,SMOC2,False,False,False,False
MSC,PVL Immature,Fibro_PVL,standard,39,SOD3,False,False,False,False
MSC,PVL Immature,Fibro_PVL,standard,40,ZEB2,False,False,False,False
MSC,PVL Immature,Fibro_PVL,standard,41,CD44,False,False,False,False
MSC,PVL Immature,Fibro_PVL,standard,42,ACTA2,False,False,False,True
MSC,PVL Immature,Fibro_PVL,standard,43,ISYNA1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,standard,44,TFPI,False,False,False,False
MSC,PVL Immature,Fibro_PVL,standard,45,GJA4,False,False,False,False
MSC,PVL Immature,Fibro_PVL,standard,46,CTSC,False,False,False,False
MSC,PVL Immature,Fibro_PVL,standard,47,CHN1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,standard,48,APOE,False,False,False,False
MSC,PVL Immature,Fibro_PVL,standard,49,CD63,False,False,False,False
MSC,PVL Immature,Fibro_PVL,standard,50,FILIP1L,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,1,RGS5,False,False,False,True
MSC,PVL Immature,Fibro_PVL,filter_only,2,LHFP,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,3,NDUFA4L2,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,4,CPE,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,5,STEAP4,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,6,NOTCH3,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,7,KCNJ8,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,8,IGFBP7,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,9,CALD1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,10,HIGD1B,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,11,COX4I2,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,12,PDGFRB,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,13,ABCC9,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,14,CCDC102B,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,15,EPS8,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,16,SEPT7,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,17,MYL9,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,18,MFGE8,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,19,FAM162B,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,20,TPM2,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,21,NR2F2,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,22,PCOLCE,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,23,ARHGDIB,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,24,SYNPO2,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,25,GGT5,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,26,COL18A1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,27,MT2A,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,28,TPM1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,29,MYO1B,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,30,SEPT4,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,31,SERPING1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,32,ARHGAP15,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,33,PHLDA1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,34,THY1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,35,C20orf27,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,36,FRZB,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,37,TPPP3,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,38,SMOC2,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,39,SOD3,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,40,ZEB2,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,41,CD44,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,42,ACTA2,False,False,False,True
MSC,PVL Immature,Fibro_PVL,filter_only,43,ISYNA1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,44,TFPI,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,45,GJA4,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,46,CTSC,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,47,CHN1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,48,APOE,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,49,CD63,False,False,False,False
MSC,PVL Immature,Fibro_PVL,filter_only,50,FILIP1L,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,1,RGS5,False,False,False,True
MSC,PVL Immature,Fibro_PVL,regex_mask,2,LHFP,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,3,NDUFA4L2,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,4,CPE,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,5,STEAP4,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,6,NOTCH3,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,7,KCNJ8,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,8,IGFBP7,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,9,CALD1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,10,HIGD1B,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,11,COX4I2,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,12,PDGFRB,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,13,ABCC9,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,14,CCDC102B,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,15,EPS8,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,16,SEPT7,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,17,MYL9,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,18,MFGE8,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,19,FAM162B,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,20,TPM2,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,21,NR2F2,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,22,PCOLCE,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,23,ARHGDIB,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,24,SYNPO2,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,25,GGT5,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,26,COL18A1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,27,MT2A,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,28,TPM1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,29,MYO1B,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,30,SEPT4,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,31,SERPING1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,32,ARHGAP15,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,33,PHLDA1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,34,THY1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,35,C20orf27,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,36,FRZB,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,37,TPPP3,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,38,SMOC2,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,39,SOD3,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,40,ZEB2,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,41,CD44,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,42,ACTA2,False,False,False,True
MSC,PVL Immature,Fibro_PVL,regex_mask,43,ISYNA1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,44,TFPI,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,45,GJA4,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,46,CTSC,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,47,CHN1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,48,APOE,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,49,CD63,False,False,False,False
MSC,PVL Immature,Fibro_PVL,regex_mask,50,FILIP1L,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,1,RGS5,False,False,False,True
MSC,PVL Immature,Fibro_PVL,full_core,2,NDUFA4L2,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,3,CPE,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,4,STEAP4,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,5,NOTCH3,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,6,KCNJ8,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,7,CALD1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,8,HIGD1B,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,9,COX4I2,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,10,PDGFRB,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,11,ABCC9,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,12,CCDC102B,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,13,EPS8,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,14,MYL9,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,15,FAM162B,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,16,TPM2,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,17,NR2F2,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,18,PCOLCE,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,19,SYNPO2,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,20,COL18A1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,21,MT2A,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,22,TPM1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,23,MYO1B,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,24,SEPT4,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,25,ARHGAP15,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,26,PHLDA1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,27,THY1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,28,C20orf27,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,29,TPPP3,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,30,SMOC2,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,31,SOD3,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,32,ZEB2,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,33,CD44,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,34,ACTA2,False,False,False,True
MSC,PVL Immature,Fibro_PVL,full_core,35,GJA4,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,36,CHN1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,37,APOE,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,38,FILIP1L,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,39,RGS16,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,40,GUCY1A2,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,41,EFHD1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,42,PLXDC1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,43,GUCY1B3,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,44,OLFML2B,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,45,FHL2,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,46,ENPEP,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,47,MAP1B,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,48,TAGLN,False,False,False,True
MSC,PVL Immature,Fibro_PVL,full_core,49,GJC1,False,False,False,False
MSC,PVL Immature,Fibro_PVL,full_core,50,TIMP1,False,False,False,False
MOUSE_B,B cell,Mature_B,standard,1,H2-Eb1,False,False,False,False
MOUSE_B,B cell,Mature_B,standard,2,H2-Aa,False,False,False,True
MOUSE_B,B cell,Mature_B,standard,3,H2-Ab1,False,False,False,True
MOUSE_B,B cell,Mature_B,standard,4,Cd79a,False,False,False,True
MOUSE_B,B cell,Mature_B,standard,5,Cd74,False,False,False,True
MOUSE_B,B cell,Mature_B,standard,6,Rps27,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,7,Rps15a,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,8,Rps19,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,9,Cd79b,False,False,False,True
MOUSE_B,B cell,Mature_B,standard,10,Rps21,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,11,Rpl36,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,12,Rpl12,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,13,Rpl39,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,14,Rps20,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,15,Rps7,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,16,Rpl10a,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,17,Rps13,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,18,Tmsb10,False,False,False,False
MOUSE_B,B cell,Mature_B,standard,19,Rps18,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,20,Rps15,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,21,Rpl35,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,22,Rpl27a,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,23,Rps5,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,24,Rpl13a,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,25,Rpl3,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,26,Rps2,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,27,Rpl21,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,28,Rpl36a,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,29,Ms4a1,False,False,False,True
MOUSE_B,B cell,Mature_B,standard,30,Rps28,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,31,Cd37,False,False,False,False
MOUSE_B,B cell,Mature_B,standard,32,Rpl19,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,33,Rpl4,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,34,Rpl13,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,35,Rps29,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,36,Rpl6,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,37,Rpl18,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,38,Rps26,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,39,Eef1a1,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,40,Rpsa,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,41,Rpl37a,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,42,Rplp2,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,43,Rpl18a,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,44,Rps4x,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,45,Rps24,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,46,Rpl38,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,47,Rpl14,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,48,Rpl17,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,49,Rpl27,True,True,False,False
MOUSE_B,B cell,Mature_B,standard,50,Rpl8,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,1,H2-Eb1,False,False,False,False
MOUSE_B,B cell,Mature_B,filter_only,2,H2-Aa,False,False,False,True
MOUSE_B,B cell,Mature_B,filter_only,3,H2-Ab1,False,False,False,True
MOUSE_B,B cell,Mature_B,filter_only,4,Cd79a,False,False,False,True
MOUSE_B,B cell,Mature_B,filter_only,5,Cd74,False,False,False,True
MOUSE_B,B cell,Mature_B,filter_only,6,Rps27,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,7,Cd79b,False,False,False,True
MOUSE_B,B cell,Mature_B,filter_only,8,Rps21,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,9,Rpl36,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,10,Rpl12,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,11,Rpl39,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,12,Rps20,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,13,Rpl10a,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,14,Tmsb10,False,False,False,False
MOUSE_B,B cell,Mature_B,filter_only,15,Rps18,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,16,Rps15,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,17,Rpl35,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,18,Rps5,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,19,Rpl3,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,20,Rps2,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,21,Rpl36a,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,22,Ms4a1,False,False,False,True
MOUSE_B,B cell,Mature_B,filter_only,23,Rps28,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,24,Cd37,False,False,False,False
MOUSE_B,B cell,Mature_B,filter_only,25,Rpl4,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,26,Rpl18,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,27,Rps26,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,28,Rpsa,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,29,Rps4x,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,30,Rpl38,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,31,Rpl14,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,32,Rpl27,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,33,Rpl22,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,34,Btg1,False,False,False,False
MOUSE_B,B cell,Mature_B,filter_only,35,Faim3,False,False,False,False
MOUSE_B,B cell,Mature_B,filter_only,36,Gnb2l1,False,False,False,False
MOUSE_B,B cell,Mature_B,filter_only,37,Rpl5,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,38,Eef1g,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,39,Rps17,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,40,H2-Ob,False,False,False,False
MOUSE_B,B cell,Mature_B,filter_only,41,Rpl22l1,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,42,Shisa5,False,False,False,False
MOUSE_B,B cell,Mature_B,filter_only,43,Rpl15,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,44,Npm1,False,False,False,False
MOUSE_B,B cell,Mature_B,filter_only,45,Rps15a-ps4,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,46,Eef2,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,47,Rps15a-ps6,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,48,Ppia,False,True,True,False
MOUSE_B,B cell,Mature_B,filter_only,49,Rpl29,True,True,False,False
MOUSE_B,B cell,Mature_B,filter_only,50,Ptprcap,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,1,H2-Eb1,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,2,H2-Aa,False,False,False,True
MOUSE_B,B cell,Mature_B,regex_mask,3,H2-Ab1,False,False,False,True
MOUSE_B,B cell,Mature_B,regex_mask,4,Cd79a,False,False,False,True
MOUSE_B,B cell,Mature_B,regex_mask,5,Cd74,False,False,False,True
MOUSE_B,B cell,Mature_B,regex_mask,6,Cd79b,False,False,False,True
MOUSE_B,B cell,Mature_B,regex_mask,7,Tmsb10,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,8,Ms4a1,False,False,False,True
MOUSE_B,B cell,Mature_B,regex_mask,9,Cd37,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,10,Btg1,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,11,Faim3,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,12,Gnb2l1,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,13,H2-Ob,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,14,Shisa5,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,15,Npm1,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,16,Ppia,False,True,True,False
MOUSE_B,B cell,Mature_B,regex_mask,17,Ptprcap,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,18,Naca,False,True,True,False
MOUSE_B,B cell,Mature_B,regex_mask,19,Ddx5,False,True,True,False
MOUSE_B,B cell,Mature_B,regex_mask,20,Ly6d,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,21,Ltb,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,22,Cd19,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,23,Ly6e,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,24,Snrpg,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,25,Gimap6,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,26,Ly86,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,27,Cd2,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,28,Ptma,False,True,True,False
MOUSE_B,B cell,Mature_B,regex_mask,29,Bank1,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,30,Cd22,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,31,H2-Oa,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,32,Gimap4,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,33,Ybx1,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,34,Apobec3,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,35,Mef2c,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,36,Tnfrsf13c,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,37,Gltscr2,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,38,Pfdn5,False,True,True,False
MOUSE_B,B cell,Mature_B,regex_mask,39,Gimap1,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,40,Cd72,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,41,Klf2,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,42,Nap1l1,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,43,Foxp1,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,44,Scd1,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,45,Pold4,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,46,Prkcb,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,47,Coro1a,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,48,Napsa,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,49,Fcrl1,False,False,False,False
MOUSE_B,B cell,Mature_B,regex_mask,50,Cnbp,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,1,H2-Ab1,False,False,False,True
MOUSE_B,B cell,Mature_B,full_core,2,Cd79a,False,False,False,True
MOUSE_B,B cell,Mature_B,full_core,3,Cd74,False,False,False,True
MOUSE_B,B cell,Mature_B,full_core,4,Cd79b,False,False,False,True
MOUSE_B,B cell,Mature_B,full_core,5,Ms4a1,False,False,False,True
MOUSE_B,B cell,Mature_B,full_core,6,Faim3,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,7,Ly6d,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,8,Ltb,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,9,Cd19,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,10,Cd2,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,11,Bank1,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,12,Cd22,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,13,Tnfrsf13c,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,14,Cd72,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,15,Klf2,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,16,Scd1,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,17,Napsa,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,18,Fcrl1,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,19,Cd83,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,20,Blk,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,21,Ccr7,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,22,Dusp2,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,23,Hvcn1,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,24,Gimap3,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,25,Fcrla,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,26,Spib,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,27,Ms4a4c,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,28,Fcer2a,False,False,False,False
