cell_id,x,y,Level0,Level1,Level2,leiden_coarse,major_type,fine_type
lpephjof-1,3763.654785,1488.280396,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
lpepindk-1,3765.178955,1474.289063,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
lpepnmbn-1,3749.842773,1498.772949,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,SPP1+ Tumor-Associated Macrophage (ISG-high)
lpepokpp-1,3751.201904,1508.864136,imm,Myeloid,Neutrophil,0,Colorectal cancer stem cell,SPP1+ Tumor-Associated Macrophage (ISG-high)
lpeppcnf-1,3756.022217,1498.481445,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
lpfaakbd-1,3750.080566,1504.759644,tum,Tumor,Tumor V,0,Colorectal cancer stem cell,SPP1+ Tumor-Associated Macrophage (ISG-high)
lpfaekmk-1,3752.594971,1596.234375,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfahabj-1,3752.675293,1603.274414,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Cancer-Associated Fibroblast (apCAF)
lpfbccal-1,3744.225098,1605.335205,tum,Tumor,Proliferating Immune II,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
lpfbcnnh-1,3748.82251,1610.983032,tum,Tumor,Proliferating Immune II,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfbdmko-1,3746.671875,1614.367676,str,Fibroblast,Fibroblast,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Cancer-Associated Fibroblast (apCAF)
lpfbegjo-1,3732.427734,1619.508545,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfbgfge-1,3732.848633,1626.422241,str,Smooth Muscle,Unknown III (SM),1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Myofibroblastic Cancer-Associated Fibroblast (mCAF)
lpfbghop-1,3740.225098,1699.796143,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Endothelial cell
lpfbmopm-1,3733.022949,1700.174927,str,Fibroblast,Pericytes,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfcafaf-1,3740.63501,1693.237549,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
lpfcandd-1,3738.149414,1683.596558,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfccama-1,3735.66748,1691.640747,str,Fibroblast,CAF,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Cancer-Associated Fibroblast (apCAF)
lpfcepih-1,3742.471191,1668.136597,str,Fibroblast,CAF,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Myofibroblastic Cancer-Associated Fibroblast (mCAF)
lpfcielp-1,3739.201172,1658.816772,str,Smooth Muscle,Unknown III (SM),1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Cancer-Associated Fibroblast (apCAF)
lpfcjggf-1,3727.93042,1653.807495,str,Fibroblast,CAF,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfcoikl-1,3729.38916,1649.410889,str,Fibroblast,Pericytes,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Pericyte-like CAF
lpfdblkb-1,3741.202881,1705.797852,str,Smooth Muscle,Smooth Muscle,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfdendg-1,3735.354492,1708.316772,str,Fibroblast,Pericytes,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfdijfg-1,3728.373535,1633.264282,imm,T cells,CD4 T cell,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
lpfdillb-1,3725.403564,1644.208252,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Endothelial cell
lpfdkbmp-1,3735.614746,1646.077881,str,Smooth Muscle,Unknown III (SM),1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Myofibroblastic Cancer-Associated Fibroblast (mCAF)
lpfdnihk-1,3746.812988,1641.633301,imm,T cells,CD4 T cell,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
lpfdnnok-1,3743.371826,1645.695557,imm,T cells,CD4 T cell,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
lpfeckog-1,3751.980957,1644.706421,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfeejpf-1,3758.699707,1705.682495,imm,T cells,CD4 T cell,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Myofibroblastic Cancer-Associated Fibroblast (mCAF)
lpfefimh-1,3781.794189,1710.733643,str,Smooth Muscle,SM Stress Response,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Pericyte-like CAF
lpfejced-1,3773.082031,1707.040405,imm,Myeloid,mRegDC,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfejofc-1,3774.792725,1702.629272,str,Fibroblast,Fibroblast,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Cancer-Associated Fibroblast (apCAF)
lpfepiei-1,3766.963135,1703.188965,imm,B cells,Plasma,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
lpffcfpj-1,3748.290039,1693.181519,str,Fibroblast,CAF,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Myofibroblastic Cancer-Associated Fibroblast (mCAF)
lpfflkdd-1,3748.907227,1649.491333,imm,B cells,Plasma,3,Plasma cell,Plasma cell (PECAM1+)
lpffmhci-1,3744.442383,1657.585571,str,Smooth Muscle,vSM,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpffmknl-1,3753.247314,1653.70105,str,Fibroblast,CAF,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Cancer-Associated Fibroblast (apCAF)
lpffnihe-1,3749.940186,1654.230103,imm,T cells,CD4 T cell,3,Plasma cell,IgG3+ Plasma cell
lpfgache-1,3749.788086,1637.500488,imm,T cells,CD8 Cytotoxic T cell,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfgaofk-1,3744.998047,1636.293579,imm,T cells,CD4 T cell,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
lpfgbebl-1,3742.971436,1631.723267,imm,T cells,CD4 T cell,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
lpfgbhik-1,3731.641113,1559.086548,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,SPP1+ Tumor-Associated Macrophage (ISG-high)
lpfgmgnc-1,3739.760254,1564.359253,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
lpfgnigp-1,3747.079834,1590.231079,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfhddok-1,3730.604492,1575.842773,imm,T cells,CD4 T cell,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfhekog-1,3725.645264,1584.666016,imm,B cells,Mature B,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
lpfhkjal-1,3729.227295,1588.293823,imm,B cells,Mature B,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfhleol-1,3721.559814,1586.376831,str,Smooth Muscle,Unknown III (SM),1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Cancer-Associated Fibroblast (apCAF)
lpfibbhc-1,3726.164063,1578.31604,str,Fibroblast,Fibroblast,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfieojf-1,3738.227051,1602.054565,str,Smooth Muscle,Unknown III (SM),1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfijhfl-1,3730.3396,1608.490723,imm,T cells,CD8 Cytotoxic T cell,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfikgih-1,3726.415039,1616.61731,str,Smooth Muscle,SM Stress Response,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Myofibroblastic Cancer-Associated Fibroblast (mCAF)
lpfimhbi-1,3728.483154,1612.720093,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfioohc-1,3736.840088,1608.98938,str,Fibroblast,Pericytes,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfjchpe-1,3735.634766,1615.852539,str,Fibroblast,CAF,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Cancer-Associated Fibroblast (apCAF)
lpfjfhgc-1,3727.0896,1603.748901,tum,Tumor,Proliferating Immune II,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
lpfjhcak-1,3732.720215,1595.28833,imm,B cells,Mature B,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfjkgob-1,3758.666504,1598.938599,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfjnfib-1,3753.562012,1590.06665,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfkbchn-1,3765.981934,1592.379639,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfkbjlm-1,3750.23999,1586.780396,imm,Myeloid,Neutrophil,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfkcbgk-1,3703.382813,1473.604126,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
lpfkcnkl-1,3692.041504,1545.148193,str,Fibroblast,CAF,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Myofibroblastic Cancer-Associated Fibroblast (mCAF)
lpfkgfmk-1,3702.100342,1531.769409,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Endothelial cell
lpfkikij-1,3699.258301,1545.687744,str,Fibroblast,CAF,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Cancer-Associated Fibroblast (apCAF)
lpfklhnd-1,3688.245605,1507.685425,str,Smooth Muscle,Unknown III (SM),1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Pericyte-like CAF
lpfldneh-1,3688.361816,1520.471313,imm,T cells,CD4 T cell,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
lpfldpkp-1,3697.901367,1517.967163,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,SPP1+ Tumor-Associated Macrophage (ISG-high)
lpflebia-1,3691.031006,1516.48938,str,Fibroblast,Fibroblast,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpflidph-1,3706.706055,1548.3927,imm,T cells,CD4 T cell,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
lpfllmho-1,3714.6604,1549.994019,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfmgkli-1,3708.003906,1540.629517,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Endothelial cell
lpfmhkhc-1,3712.7146,1709.816284,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,SPP1+ Tumor-Associated Macrophage (ISG-high)
lpfmlbok-1,3706.116211,1707.657593,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,SPP1+ Tumor-Associated Macrophage (ISG-high)
lpfmpdef-1,3692.166504,1699.369141,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
lpfmplal-1,3707.736328,1621.559448,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Endothelial cell
lpfnbidj-1,3695.64624,1620.657593,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
lpfnccen-1,3709.385498,1632.978516,tum,Tumor,Tumor V,0,Colorectal cancer stem cell,SPP1+ Tumor-Associated Macrophage (ISG-high)
lpfndhfb-1,3714.253174,1638.752319,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
lpfnhbeo-1,3719.855713,1630.944824,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfocfie-1,3717.130127,1595.639893,str,Fibroblast,CAF,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Cancer-Associated Fibroblast (apCAF)
lpfoelpo-1,3717.106445,1612.693604,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfofmdb-1,3720.300781,1609.736816,str,Smooth Muscle,Unknown III (SM),1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Myofibroblastic Cancer-Associated Fibroblast (mCAF)
lpfpcbnl-1,3713.318848,1612.311035,str,Fibroblast,Pericytes,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Pericyte-like CAF
lpfpdgai-1,3707.097412,1616.089111,str,Fibroblast,Pericytes,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfpecak-1,3702.339111,1615.963623,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfpfacj-1,3711.915283,1616.142944,str,Fibroblast,Pericytes,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Pericyte-like CAF
lpfpgfjd-1,3702.909424,1610.509277,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpfpjolo-1,3704.151123,1596.35498,str,Fibroblast,Pericytes,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Pericyte-like CAF
lpfpkcfn-1,3705.511963,1604.764526,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Endothelial cell
lpfplanb-1,3695.53833,1598.944214,str,Fibroblast,Fibroblast,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Cancer-Associated Fibroblast (apCAF)
lpfplllh-1,3699.068848,1558.765503,imm,T cells,CD4 T cell,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
lpgaehnd-1,3698.595703,1573.590332,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpgagkno-1,3706.508545,1557.778564,str,Fibroblast,CAF,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpgaibok-1,3705.233643,1565.49292,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpgakjdl-1,3700.399902,1554.020996,str,Smooth Muscle,Unknown III (SM),1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
lpgalnpm-1,3706.918213,1580.286011,str,Smooth Muscle,Unknown III (SM),1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Myofibroblastic Cancer-Associated Fibroblast (mCAF)
lpgambgl-1,3700.875244,1589.793579,str,Fibroblast,Myofibroblast,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpgbgkni-1,3702.773682,1583.326538,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpgbjfin-1,3694.055176,1568.880371,str,Fibroblast,CAF,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Cancer-Associated Fibroblast (apCAF)
lpgbppdp-1,3694.220947,1558.811646,str,Fibroblast,CAF,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Cancer-Associated Fibroblast (apCAF)
lpgcaplc-1,3690.067627,1559.757935,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Endothelial cell
lpgcbmpn-1,3692.432129,1376.031494,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,SPP1+ Tumor-Associated Macrophage (ISG-high)
lpgcgkbe-1,3706.113037,1366.193726,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
lpgcogif-1,3708.532715,1379.762207,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,SPP1+ Tumor-Associated Macrophage (ISG-high)
lpgdhjkg-1,3717.024902,1368.401489,tum,Tumor,Tumor V,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
lpgdiklb-1,3720.415771,1375.760254,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
lpgdokdl-1,3717.736084,1371.89856,tum,Tumor,Tumor V,0,Colorectal cancer stem cell,Colorectal cancer stem cell
lpgedcnh-1,3709.394775,1351.933594,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
lpgegbme-1,3727.240967,1351.596191,tum,Tumor,Tumor III,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Mast cell
lpgegdhm-1,3724.872314,1343.574951,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
lpgehcfa-1,3715.208496,1402.713745,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
lpgeilph-1,3722.574219,1413.587402,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
lpgepjca-1,3704.900146,1454.0271,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
lpgeplib-1,3710.483887,1445.673096,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,SPP1+ Tumor-Associated Macrophage (ISG-high)
lpgfgiam-1,3716.907227,1463.154907,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,SPP1+ Tumor-Associated Macrophage (ISG-high)
lpgfkhnm-1,3711.410156,1459.012573,tum,Tumor,Tumor III,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Mast cell
lpgfnlle-1,3701.584961,1410.950806,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
lpgfpnki-1,3691.353027,1413.292969,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
lpggbkbc-1,3696.128906,1380.013794,imm,Myeloid,Neutrophil,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Mast cell
lpggdace-1,3694.709473,1385.413696,imm,Myeloid,Neutrophil,0,Colorectal cancer stem cell,SPP1+ Tumor-Associated Macrophage (ISG-high)
lpgggbbp-1,3695.450684,1402.377686,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
lpggjgch-1,3716.889893,1383.916992,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
lpghbead-1,3721.692383,1397.030884,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
lpghbekg-1,3767.001221,1456.161011,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
lpghcgli-1,3769.310547,1440.372925,tum,Tumor,Tumor V,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
lpghenkk-1,3747.552246,1432.676758,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
lpghhffh-1,3746.333496,1436.208862,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
lpghidfg-1,3740.251709,1436.887329,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
lpghnckc-1,3734.873047,1434.695557,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
lpgiipei-1,3728.179443,1462.290039,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
lpgilokl-1,3751.436035,1431.855591,tum,Tumor,Tumor V,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
lpgindjl-1,3768.127197,1437.029175,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
lpgjaddh-1,3764.466309,1430.682983,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
lpgjcdbo-1,3753.881104,1439.401855,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
lpgjdacd-1,3755.595703,1434.86792,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
lpgjgdgl-1,3763.020752,1406.865601,imm,Myeloid,Neutrophil,0,Colorectal cancer stem cell,SPP1+ Tumor-Associated Macrophage (ISG-high)
lpgjidmi-1,3761.432373,1411.936157,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
lpgjjhen-1,3755.547852,1423.640503,,,,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
lpgjkpom-1,3753.519287,1429.419678,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
lpgjnhcf-1,3732.132568,1424.307129,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
lpgkaijp-1,3746.025635,1420.552856,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
lpgkbcnc-1,3751.610352,1418.459839,tum,Tumor,Tumor V,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
lpgkcaih-1,3737.350586,1426.102539,tum,Tumor,Tumor V,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
lpgkekgl-1,3742.015869,1424.316162,tum,Tumor,Tumor I,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
lpgkfkco-1,3738.195557,1357.263794,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
lpgkknop-1,3746.457764,1377.204834,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
lpgkpgmi-1,3752.375,1375.869995,tum,Tumor,Tumor V,0,Colorectal cancer stem cell,SPP1+ Tumor-Associated Macrophage (ISG-high)
lpglaalc-1,3747.050293,1383.181641,tum,Tumor,Tumor V,0,Colorectal cancer stem cell,Colorectal cancer stem cell
lpglkeog-1,3742.679932,1383.473511,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
lpgmipak-1,3753.29248,1383.582886,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
lpgmjhpo-1,3743.935547,1357.905396,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
lpgmmnnk-1,3751.846924,1364.197144,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,SPP1+ Tumor-Associated Macrophage (ISG-high)
lpgnajkd-1,3752.803955,1358.697021,tum,Tumor,Tumor V,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
lpgngofo-1,3753.883545,1353.790771,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
lpgniocj-1,3748.578857,1357.356567,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
lpgnjebg-1,3734.833252,1373.668701,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
lpgnkada-1,3728.618164,1374.950684,tum,Tumor,Tumor V,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
lpgodcfk-1,3755.263672,1368.842285,str,Fibroblast,CAF,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpgonelg-1,3779.73877,1385.040405,str,Fibroblast,CAF,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Cancer-Associated Fibroblast (apCAF)
lpgpdbck-1,3770.291748,1394.850098,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Endothelial cell
lpgpdbki-1,3763.931641,1372.730591,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Endothelial cell
lpgpdfpd-1,3758.824707,1375.688599,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lpgpfapk-1,3767.474854,1361.400391,str,Fibroblast,Pericytes,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Pericyte-like CAF
lpgpgcoo-1,3761.007324,1367.280151,str,Fibroblast,Pericytes,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Pericyte-like CAF
lpgphddf-1,3767.225098,1369.110596,str,Fibroblast,Pericytes,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Pericyte-like CAF
lpgpodeg-1,3757.13623,1362.474243,str,Fibroblast,Pericytes,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Pericyte-like CAF
lphabijg-1,3766.80835,1401.2146,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Endothelial cell
lphadbgp-1,3760.400879,1400.255493,,,,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
lphaiidp-1,3757.040771,1401.106567,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
lphamdmg-1,3764.299072,1384.428589,tum,Tumor,Proliferating Immune II,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lphaopdj-1,3759.472412,1384.439209,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lphbcjid-1,3765.047607,1391.068359,str,Fibroblast,Pericytes,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
lphbdoib-1,3748.370117,1388.950928,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
